"prefecture","city","name","postal_code","address","phone","area","source_url","confirmed_on"
"神奈川県","横浜市青葉区","奈良地域ケアプラザ","2270036","神奈川県横浜市青葉区奈良町1757-3","045-962-8429","すみよし台・奈良町・奈良1〜5丁目・緑山","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市青葉区","横浜市さつきが丘地域ケアプラザ","2270053","神奈川県横浜市青葉区さつきが丘12-1","045-972-4768","しらとり台・つつじが丘・さつきが丘・梅が丘の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市青葉区","横浜市美しが丘地域ケアプラザ","2250002","神奈川県横浜市青葉区美しが丘4-32-7","045-901-6714","美しが丘4丁目・すすき野3丁目の一部・美しが丘西1〜3丁目・荏子田1〜3丁目の一部・元石川町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市青葉区","横浜市大場地域ケアプラザ","2250023","神奈川県横浜市青葉区大場町383-3","045-975-0206","大場町・みすずが丘・あざみ野1〜4丁目・荏子田1丁目の一部・荏子田3丁目の一部・元石川町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市青葉区","横浜市鴨志田地域ケアプラザ","2270033","神奈川県横浜市青葉区鴨志田町547-3","045-961-6912","鴨志田町・寺家町・成合町・たちばな台1〜2丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市青葉区","ビオラ市ケ尾地域ケアプラザ","2250024","神奈川県横浜市青葉区市ケ尾町25-6","045-979-0241","荏田西1〜5丁目・市ケ尾町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市青葉区","青葉台地域ケアプラザ","2270062","神奈川県横浜市青葉区青葉台2-8-22","045-988-0305","青葉台1〜2丁目・桜台・若草台・榎が丘","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市青葉区","横浜市恩田地域ケアプラザ","2270066","神奈川県横浜市青葉区あかね台2-8-4","045-985-2133","あかね台1〜2丁目・恩田町・桂台1〜2丁目・田奈町・松風台","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市青葉区","横浜市たまプラーザ地域ケアプラザ","2250003","神奈川県横浜市青葉区新石川2-1-15","045-910-5221","新石川1〜4丁目・美しが丘1〜3丁目・5丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市青葉区","横浜市すすき野地域ケアプラザ","2250021","神奈川県横浜市青葉区すすき野1-8-21","045-901-5710","すすき野1〜2丁目・すすき野3丁目の一部・もみの木台・鉄町・黒須田・荏子田3丁目の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市都筑区","横浜市葛が谷地域ケアプラザ","2240062","神奈川県横浜市都筑区葛が谷16-3","045-943-5951","荏田東町・荏田東1〜4丁目・荏田南町・荏田南1〜5丁目・大丸・葛が谷・高山・見花山・富士見が丘","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市都筑区","東山田地域ケアプラザ","2240024","神奈川県横浜市都筑区東山田町270","045-590-3788","東山田1〜4丁目・東山田町・北山田1〜7丁目・すみれが丘・南山田1〜3丁目・南山田町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市都筑区","横浜市加賀原地域ケアプラザ","2240055","神奈川県横浜市都筑区加賀原1-22-32","045-944-4641","池辺町・佐江戸町・川和町・加賀原1〜2丁目・二の丸・川和台","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市都筑区","横浜市新栄地域ケアプラザ","2240035","神奈川県横浜市都筑区新栄町19-19","045-592-5265","勝田町・新栄町・勝田南1〜2丁目・早渕1〜3丁目・茅ケ崎町・茅ケ崎中央・茅ケ崎東1〜5丁目・茅ケ崎南1〜5丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市都筑区","横浜市中川地域ケアプラザ","2240001","神奈川県横浜市都筑区中川1-1-1","045-910-1512","大棚町・中川1〜8丁目・牛久保町・牛久保1〜3丁目・牛久保西1〜4丁目・牛久保東1〜3丁目・中川中央1〜2丁目・大棚西・あゆみが丘","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市都筑区","横浜市都田地域ケアプラザ","2240045","神奈川県横浜市都筑区東方町655-4","045-943-1130","桜並木・川向町・東方町・折本町・大熊町・平台・仲町台1〜5丁目・長坂","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市上矢部地域ケアプラザ","2450053","神奈川県横浜市戸塚区上矢部町2342","045-814-2494","鳥が丘・上矢部町・矢部町の一部・戸塚町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市東戸塚地域ケアプラザ","2440805","神奈川県横浜市戸塚区川上町4-4","045-826-0927","秋葉町・川上町・品濃町・上品濃・前田町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市上倉田地域ケアプラザ","2440816","神奈川県横浜市戸塚区上倉田町259-11","045-865-5701","上倉田町・吉田町・矢部町の一部・舞岡町の一部・戸塚町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","汲沢地域ケアプラザ","2450062","神奈川県横浜市戸塚区汲沢町986","045-861-5463","汲沢1〜8丁目・矢部町の一部・汲沢町の一部・戸塚町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市平戸地域ケアプラザ","2440802","神奈川県横浜市戸塚区平戸2-33-57","045-825-3467","平戸1〜5丁目・平戸町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市原宿地域ケアプラザ","2450063","神奈川県横浜市戸塚区原宿4-36-1","045-854-2293","原宿1〜5丁目の一部・小雀町・影取町・東俣野町・深谷町の一部・汲沢町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市舞岡柏尾地域ケアプラザ","2440813","神奈川県横浜市戸塚区舞岡町3705-10","045-827-0372","上柏尾町・柏尾町・舞岡町の一部・南舞岡1〜4丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市南戸塚地域ケアプラザ","2440003","神奈川県横浜市戸塚区戸塚町2626-13","045-865-5962","戸塚町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市下倉田地域ケアプラザ","2440815","神奈川県横浜市戸塚区下倉田町1951-8","045-866-2063","下倉田町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市名瀬地域ケアプラザ","2450051","神奈川県横浜市戸塚区名瀬町791-14","045-815-2012","名瀬町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市戸塚区","横浜市深谷俣野地域ケアプラザ","2450067","神奈川県横浜市戸塚区深谷町1432番地11","045-851-0551","深谷町の一部・俣野町・原宿4丁目の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市栄区","横浜市豊田地域ケアプラザ","2440842","神奈川県横浜市栄区飯島町1368-10","045-864-5236","飯島町・長沼町・金井町・本郷台1〜5丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市栄区","横浜市中野地域ケアプラザ","2470015","神奈川県横浜市栄区中野町400-2","045-896-0712","鍛冶ケ谷1〜2丁目・鍛冶ケ谷町の一部・元大橋1〜2丁目・中野町・若竹町・東上郷町・上郷町の一部・亀井町・尾月","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市栄区","横浜市桂台地域ケアプラザ","2470034","神奈川県横浜市栄区桂台中4-5","045-897-1112","公田町の一部・桂台北・桂台中・桂台西1〜2丁目・桂台東・桂台南1〜2丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市栄区","横浜市小菅ケ谷地域ケアプラザ","2470007","神奈川県横浜市栄区小菅ケ谷3-32-12","045-896-0473","小菅ケ谷1丁目の一部・小菅ケ谷2丁目の一部・小菅ケ谷3〜4丁目・小山台1〜2丁目・柏陽・鍛冶ケ谷町の一部・小菅ケ谷町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市栄区","横浜市笠間地域ケアプラザ","2470006","神奈川県横浜市栄区笠間1-1-1","045-890-0862","笠間1〜5丁目・笠間町・長尾台町・田谷町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市栄区","横浜市野七里地域ケアプラザ","2470024","神奈川県横浜市栄区野七里1-2-31","045-890-5333","庄戸1〜5丁目・長倉町・野七里1〜2丁目・上郷町の一部・上之町・犬山町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市栄区","横浜市本郷台駅前地域ケアプラザ","2470007","神奈川県横浜市栄区小菅ケ谷1-5-4","045-893-0070","桂町・公田町の一部・小菅ケ谷1丁目の一部・小菅ケ谷2丁目の一部・小菅ケ谷町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市泉区","横浜市上飯田地域ケアプラザ","2450018","神奈川県横浜市泉区上飯田町1338-1","045-802-8556","上飯田町","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市泉区","横浜市下和泉地域ケアプラザ","2450022","神奈川県横浜市泉区和泉が丘1-26-1","045-802-9926","和泉町の一部・下飯田町・ゆめが丘の一部・下和泉1〜5丁目・和泉が丘1〜2丁目・和泉が丘3丁目の一部・和泉中央南1丁目・和泉中央南2丁目の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市泉区","横浜市踊場地域ケアプラザ","2450013","神奈川県横浜市泉区中田東1-4-6","045-801-2922","中田町・白百合1〜3丁目・中田東1〜4丁目・中田北1〜3丁目・中田西1〜4丁目・中田南1〜5丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市泉区","横浜市いずみ中央地域ケアプラザ","2450024","神奈川県横浜市泉区和泉中央北5-14-1","045-805-1792","和泉町の一部・ゆめが丘の一部・和泉が丘3丁目の一部・和泉中央南2丁目の一部・和泉中央南3〜5丁目・和泉中央北1〜6丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市泉区","横浜市新橋地域ケアプラザ","2450009","神奈川県横浜市泉区新橋町33-1","045-810-3261","岡津町の一部・新橋町・弥生台の一部・池の谷・緑園1〜7丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市泉区","横浜市いずみ野地域ケアプラザ","2450016","神奈川県横浜市泉区和泉町6214-1","045-804-2732","弥生台の一部・和泉町の一部","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市泉区","横浜市岡津地域ケアプラザ","2450003","神奈川県横浜市泉区岡津町1228-3","045-812-0801","岡津町の一部・西が岡1〜3丁目・領家1〜4丁目・桂坂","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市瀬谷区","横浜市二ツ橋地域ケアプラザ","2460021","神奈川県横浜市瀬谷区二ツ橋町83-4","045-361-9812","三ツ境・二ツ橋町の一部・宮沢1〜4丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市瀬谷区","横浜市阿久和地域ケアプラザ","2460026","神奈川県横浜市瀬谷区阿久和南2-9-2","045-365-9906","阿久和東1〜4丁目・阿久和西1〜4丁目・阿久和南1〜4丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市瀬谷区","横浜市中屋敷地域ケアプラザ","2460004","神奈川県横浜市瀬谷区中屋敷2-18-6","045-303-8899","中屋敷1〜3丁目・本郷1〜4丁目・竹村町・上瀬谷町・目黒町・五貫目町・北町・卸本町・瀬谷町・中央・瀬谷4丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市瀬谷区","横浜市下瀬谷地域ケアプラザ","2460035","神奈川県横浜市瀬谷区下瀬谷2-44-6","045-304-1271","瀬谷5〜6丁目・南瀬谷1〜2丁目・南台1〜2丁目・下瀬谷1〜3丁目・橋戸1〜3丁目・北新","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","横浜市瀬谷区","横浜市二ツ橋第二地域ケアプラザ","2460021","神奈川県横浜市瀬谷区二ツ橋町469","045-392-0311","二ツ橋町の一部・東野・東野台・相沢1〜7丁目・瀬谷1〜3丁目","https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/fukushi-kaigo/koreisha-kaigo/otoiawase/chiikihoukatsu.files/0034_20260724.pdf","2026-08-23"
"神奈川県","川崎市川崎区","恒春園地域包括支援センター","2100023","神奈川県川崎市川崎区小川町10-10","044-211-6313","小川町・池田・貝塚・京町1・2丁目・下並木・堤根・日進町・南町・元木","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_01kawasaki.pdf","2026-08-23"
"神奈川県","川崎市川崎区","ビオラ川崎地域包括支援センター","2100843","神奈川県川崎市川崎区小田栄2-1-7","044-329-1680","小田栄・小田1丁目・渡田山王町・渡田新町・渡田東町・渡田・渡田向町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_01kawasaki.pdf","2026-08-23"
"神奈川県","川崎市川崎区","京町地域包括支援センター","2100848","神奈川県川崎市川崎区京町2-15-6 神和ビル3階","044-333-7920","大川町・小田2〜7丁目・浅田・京町3丁目・田辺新田・白石町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_01kawasaki.pdf","2026-08-23"
"神奈川県","川崎市川崎区","しおん地域包括支援センター","2100001","神奈川県川崎市川崎区本町1-1-1","044-222-7792","本町・旭町・砂子・駅前本町・榎町・境町・新川通・鈴木町・東田町・堀之内町・港町・宮前町・宮本町・富士見1丁目","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_01kawasaki.pdf","2026-08-23"
"神奈川県","川崎市川崎区","大島中島地域包括支援センター","2100806","神奈川県川崎市川崎区中島2-3-2-101","044-201-8831","富士見2丁目・中島・大島・大島上町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_01kawasaki.pdf","2026-08-23"
"神奈川県","川崎市川崎区","桜寿園地域包括支援センター","2100833","神奈川県川崎市川崎区桜本2-39-4","044-287-2558","浅野町・池上町・追分町・扇町・扇島・鋼管通・桜本・田島町・浜町・南渡田町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_01kawasaki.pdf","2026-08-23"
"神奈川県","川崎市川崎区","藤崎地域包括支援センター","2100804","神奈川県川崎市川崎区藤崎4-20-1 矢口ビル1階","044-270-3215","川中島・藤崎・伊勢町・大師駅前","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_01kawasaki.pdf","2026-08-23"
"神奈川県","川崎市川崎区","大師中央地域包括支援センター","2100802","神奈川県川崎市川崎区大師駅前1-1-5 川崎大師パークホームズ104","044-270-5112","台町・大師公園・中瀬・四谷下町・四谷上町・観音・池上新町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_01kawasaki.pdf","2026-08-23"
"神奈川県","川崎市川崎区","大師の里地域包括支援センター","2100824","神奈川県川崎市川崎区日ノ出2-7-1","044-266-9130","浮島町・江川・小島町・塩浜・大師河原・田町・千鳥町・出来野・殿町・東扇島・日ノ出・水江町・夜光・東門前・昭和・大師町・大師本町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_01kawasaki.pdf","2026-08-23"
"神奈川県","川崎市幸区","夢見ケ崎地域包括支援センター","2120055","神奈川県川崎市幸区南加瀬1-7-14","044-580-4765","小倉(小倉1-1以外)・南加瀬","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_02saiwai.pdf","2026-08-23"
"神奈川県","川崎市幸区","かしまだ地域包括支援センター","2120027","神奈川県川崎市幸区新塚越201 ルリエ新川崎6階","044-540-3222","古川町・新塚越・下平間・矢上・北加瀬・鹿島田","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_02saiwai.pdf","2026-08-23"
"神奈川県","川崎市幸区","しゃんぐりら地域包括支援センター","2120033","神奈川県川崎市幸区東小倉6-1","044-520-3863","遠藤町・戸手本町・塚越・紺屋町・新小倉・新川崎・東小倉・小倉1-1","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_02saiwai.pdf","2026-08-23"
"神奈川県","川崎市幸区","みんなと暮らす町地域包括支援センター","2120051","神奈川県川崎市幸区東古市場116-12","044-520-1905","小向・小向東芝町・小向仲野町・小向町・小向西町・東古市場・古市場・古市場1・2丁目","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_02saiwai.pdf","2026-08-23"
"神奈川県","川崎市幸区","さいわい東地域包括支援センター","2120005","神奈川県川崎市幸区戸手4-1-9","044-555-1411","戸手・河原町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_02saiwai.pdf","2026-08-23"
"神奈川県","川崎市幸区","幸風苑地域包括支援センター","2120021","神奈川県川崎市幸区都町64-1","044-556-4355","幸町・中幸町・堀川町・大宮町・柳町・南幸町・都町・神明町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_02saiwai.pdf","2026-08-23"
"神奈川県","川崎市中原区","地域包括支援センターこだなか","2110053","神奈川県川崎市中原区上小田中3-21-20-101","044-798-2332","上小田中・上新城・新城・新城中町・下新城","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_03nakahara.pdf","2026-08-23"
"神奈川県","川崎市中原区","いだ地域包括支援センター","2110035","神奈川県川崎市中原区井田2-27-1","044-751-6661","井田中ノ町・井田・井田杉山町・下小田中","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_03nakahara.pdf","2026-08-23"
"神奈川県","川崎市中原区","みやうち地域包括支援センター","2110051","神奈川県川崎市中原区宮内1-25-1","044-740-2814","上丸子八幡町・新丸子町・丸子通・上丸子天神町・宮内・等々力・小杉陣屋町・小杉御殿町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_03nakahara.pdf","2026-08-23"
"神奈川県","川崎市中原区","とどろき地域包括支援センター","2110064","神奈川県川崎市中原区今井南町8-5 アイテック武蔵小杉101","044-281-3666","新丸子東・市ノ坪・小杉町・今井南町・今井仲町・今井西町・今井上町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_03nakahara.pdf","2026-08-23"
"神奈川県","川崎市中原区","すみよし地域包括支援センター","2110033","神奈川県川崎市中原区木月祗園町2-1","044-455-0980","木月住吉町・苅宿・大倉町・西加瀬・木月・木月大町・木月伊勢町・木月祗園町・井田三舞町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_03nakahara.pdf","2026-08-23"
"神奈川県","川崎市中原区","ひらまの里地域包括支援センター","2110013","神奈川県川崎市中原区上平間611-1","044-544-4012","上丸子山王町・上丸子・下沼部・中丸子・上平間・田尻町・北谷町","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_03nakahara.pdf","2026-08-23"
"神奈川県","川崎市高津区","リ・ケア向ヶ丘地域包括支援センター","2130035","神奈川県川崎市高津区向ヶ丘130-9","044-865-6238","梶ヶ谷・上作延・向ヶ丘","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_04takatsu.pdf","2026-08-23"
"神奈川県","川崎市高津区","樹の丘地域包括支援センター","2130032","神奈川県川崎市高津区久地4-19-8 3階","044-820-8401","宇奈根・久地・下作延","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_04takatsu.pdf","2026-08-23"
"神奈川県","川崎市高津区","溝口地域包括支援センター","2130001","神奈川県川崎市高津区溝口1-6-10 てくのかわさき3階","044-820-1133","溝口・久本・坂戸","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_04takatsu.pdf","2026-08-23"
"神奈川県","川崎市高津区","陽だまりの園地域包括支援センター","2130004","神奈川県川崎市高津区諏訪2-10-15","044-814-5637","二子・瀬田・諏訪・北見方・下野毛","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_04takatsu.pdf","2026-08-23"
"神奈川県","川崎市高津区","すえなが地域包括支援センター","2130013","神奈川県川崎市高津区末長1-3-13","044-861-5320","末長・新作","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_04takatsu.pdf","2026-08-23"
"神奈川県","川崎市高津区","ひさすえ地域包括支援センター","2130026","神奈川県川崎市高津区久末410 エムアール久末1階","044-797-6531","蟹ヶ谷・久末・東野川・北野川","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_04takatsu.pdf","2026-08-23"
"神奈川県","川崎市高津区","わらく地域包括支援センター","2130022","神奈川県川崎市高津区千年141","044-799-7951","千年新町・千年・子母口・明津","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_04takatsu.pdf","2026-08-23"
"神奈川県","川崎市多摩区","地域包括支援センター菅の里","2140008","神奈川県川崎市多摩区菅北浦3-10-20","044-946-5514","菅・菅野戸呂・菅稲田堤・菅馬場1・2丁目・菅城下・菅北浦","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_06tama.pdf","2026-08-23"
"神奈川県","川崎市多摩区","よみうりランド花ハウス地域包括支援センター","2140006","神奈川県川崎市多摩区菅仙谷4-1-4","044-969-3116","菅馬場3・4丁目・寺尾台・菅仙谷・枡形1〜4丁目・生田4〜8丁目","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_06tama.pdf","2026-08-23"
"神奈川県","川崎市多摩区","太陽の園地域包括支援センター","2140039","神奈川県川崎市多摩区栗谷2-16-6","044-959-1234","栗谷・西生田・南生田","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_06tama.pdf","2026-08-23"
"神奈川県","川崎市多摩区","多摩川の里地域包括支援センター","2140012","神奈川県川崎市多摩区中野島6-13-5","044-935-5531","和泉・布田・中野島・生田1〜3丁目","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_06tama.pdf","2026-08-23"
"神奈川県","川崎市多摩区","長沢壮寿の里地域包括支援センター","2140035","神奈川県川崎市多摩区長沢2-11-1","044-935-0086","東生田・枡形5〜7丁目・長沢・東三田・三田","https://www.kawasaki-chikea.jp/wp-content/uploads/2025/10/R710_06tama.pdf","2026-08-23"
